Q23008452	Ronja von Rönne
Q203781	Roy Hodgson
Q84348	Eberhard Gienger
Q429112	Nicki Sørensen
Q6776418	Martin Puryear
Q5539480	George Stanley
Q476534	Irwin Fridovich
Q675493	Henry VII
Q7317451	Reuben Gold Thwaites
Q8194057	Alejandro Font de Mora Turón
Q529449	Michael Kightly
Q1625059	Taiwo Atieno
Q1263483	Allen Lane
Q3950926	Sauro Taiti
Q2788352	Berliner Fußballmeisterschaft des VBB
Q126726	Government College University
Q3992579	Tomaso A. Poggio
Q449851	Mailis Reps
Q724009	Fernando Tissone
Q212648	Rudy Giuliani
Q2342292	Nicholas Turturro
Q2165499	Ron W. Miller
Q4716359	Alessandro Iacobucci
Q182153	Cars
Q736304	Giovanni Tedesco
Q190916	Club Brugge K.V.
Q7373267	Roy Player
Q81170	Oriel College
Q884298	George Sebastian Silzer
Q19300670	Josep Ruaix i Vinyet
Q6226403	John Closterman
Q4457124	Nikoghayos Tigranian
Q166336	Klaus Allofs
Q1269732	2008 Danmark Rundt
Q70251	Walter Giller
Q357184	Stanisław Mackiewicz
Q1729163	Karel Husa
Q836759	Robbie Threlfall
Q2156844	Robert Daum
Q54314	Chris Hemsworth
Q88927	Louis de Montfort
Q1728946	Karamoko Cissé
Q3110308	James Kirkwood, Jr.
Q11936935	Miquel Molins Nubiola
Q4775488	Antoine Hoppenot
Q27303912	Eeyore
Q738576	Soghomon Tehlirian
Q6302381	Jude Stirling
Q272083	Glenda Farrell
Q274988	plaster
Q276045	Laura Johnson
Q879616	Björn Granath
Q16147601	Governor of Indiana
Q11645659	Masayasu Nomura
Q6287566	Joseph V. McKee
Q1728001	Robert Strange
Q8776767	Erasmo Pascual
Q208205	Bill Evans
Q21055327	Jacopo Manconi
Q434907	Loredana Bertè
Q4008653	Vantuir Galdino Ramos
Q18658538	Arthur Whyte
Q7454327	Sergio Miguez
Q459349	Noah Baumbach
Q5489213	Frank Richardson
Q191004	Carl Rogers
Q345814	Augustus Matthiessen
Q15696552	Francisco de Borja Palomo y Rubio
Q996499	Farkasréti Cemetery
Q2977558	Claude Huriez
Q1908536	Mathias Reichhold
Q297693	K’naan Warsame
Q754736	Make Mine Music
Q7965167	Walter Hose
Q537510	Eva Bartok
Q16997816	Archie Miller
Q3127788	Harry Beresford
Q5085677	Charlie Webb
Q7490836	Shaun Elliott
Q1697540	Johannes Ganz
Q452198	Suzanne Farrell
Q430535	Michael Collins
Q538794	Stefano Borgonovo
Q1370251	Peter Lamont
Q1386232	Owen Chadwick
Q468661	Cara Williams
Q7527433	Sir James Henderson-Stewart, 1st Baronet
Q660646	Pierre-Joseph-Olivier Chauveau
Q4256576	Michael Z. Levitin
Q2065132	Robin van der Laan
Q266340	Loni Anderson
Q984572	Tracy Letts
Q6700267	Luis Alberto Carranza
Q1363074	Feliciano Rivilla
Q1337327	Emilie Kiep-Altenloh
Q391974	Roschdy Zem
Q717997	Nandita Das
Q1336326	The Turin Horse
Q4988385	Karin Ek
Q311428	Julio María Sanguinetti
Q1385119	Yisrael Hasson
Q16498	Kateryna Yushchenko
Q6215384	Johan Strand Johansen
Q7819464	Tommy Green
Q444636	Jean Raoux
Q179810	Nero Award
Q4912812	Billy Jones
Q2746766	Juan Pablo Fusi
Q1514515	Gero Storjohann
Q19281959	Charlie Davis
Q3188680	Jules Jacques Veyrassat
Q110018	Günter Baumann
Q3077704	John Landquist
Q3165540	Jean-François Chossy
Q2700546	Jean Darcet
Q4769080	Annette Hurley
Q3153344	1997 ANZ Tasmanian International
Q313861	Sonny Anderson
Q3190076	Junius Matthews
Q3946144	Salvatore Monaco
Q3401219	Edward Douglas-Pennant, 1st Baron Penrhyn
Q2834828	Alfons Groenendijk
Q211155	200 metres
Q342599	Ibrahim Ba
Q443937	Fabio Celestini
Q1059199	Adam's Rib
Q1037872	Sadamichi Kajioka
Q4403804	Tropical Storm Laura
Q3762474	Giampaolo Montesano
Q75158	Otto Ribbeck
Q190219	Norwegian Labour Party
Q3742333	Etta Moten Barnett
Q21073020	Erich Sander
Q23305077	Ethel Skeat
Q5784608	Evaristo José Abril Domingo
Q1533299	Fabrizio Cammarata
Q87585	Sophie of Brunswick-Lüneburg
Q644943	Canadian Armed Forces
Q3610168	Alessandro Nista
Q1924847	Margot Robbie
Q3610706	Alex Pederzoli
Q438501	Alfred Pfaff
Q1414835	1974–75 Serie A
Q6211602	Joe O'Neill
Q6261964	John Verran
Q860619	Harvey Mansfield
Q561092	Colin Doyle
Q2894539	Crockett Johnson
Q4886434	Ben Sedgemore
Q1227574	Jules Petiet
Q2663877	Mel Hopkins
Q21979732	2016 CCC-Sprandi-Polkowice
Q834127	Béla Bollobás
Q583069	Crafoord Prize
Q1464963	Nicola Boselli
Q3577073	Julia Brownley
Q1511943	Gerhard Koch
Q1232180	University of Granada
Q3361950	Pancho Gonzales
Q455682	Jeanne-Marie Darré
Q3035075	Dominique Colas
Q93004	Lenore Blum
Q164976	François Damiens
Q2977691	Claude Lecomte
Q3387741	Pierre de Villoutreys de Brignac
Q6147357	Jamie Pitman
Q2365435	Mikhail Ivanovich Kozlovsky
Q2121574	Vladimir Popovkin
Q5730107	Henry Whitmore
Q478596	Grant Shapps
Q2257453	Giuseppe Scurto
Q370926	Earle Page
Q536678	Robin McLaren
Q1279546	Greti Schmid
Q1541053	Grace Lee Boggs
Q469201	Carlo Croccolo
Q3172746	Jean Irigoin
Q3292000	Marie-Josée Kravis
Q7527131	Sir Henry Ferguson Davie, 1st Baronet
Q460431	Nicholas Winton
Q58430513	Germán Montoya Velez
Q64081	Karl Del'Haye
Q21667779	A young woman
Q64548567	Tropical Depression One-C
Q3498996	N. T. Rama Rao Jr.
Q325144	Philippe Le Bas
Q1359806	Ernst Polak
Q357285	Frederik Sørensen
Q7627204	Stuart Wardley
Q15278101	Member of the Order of Canada
Q2412226	Campanal I
Q2398970	Stanislav Sadalsky
Q5107413	Chris McGrath
Q1183480	Dejan Kelhar
Q9255845	Yevhen Barvinskyi
Q870027	H. Eugene Stanley
Q180989	Jane Addams
Q612202	Thomas Abernethy
Q99414	Gertrude Lübbe-Wolff
Q9267350	Giorgos Koumoutsakos
Q314472	Alfred-Döblin-Preis
Q272512	Joseph Black
Q62669	Otto Bütschli
Q3318806	Saad Hassar
Q431278	Gary Stevens
Q3384241	Pierre Bédier
Q336806	Domenico Fontana
Q91640	Werner Hildenbrand
Q60951	Albert of Mainz
Q637835	You Can't Take It With You
Q3171492	Jean Crouan
Q69422	Anna Karolina Orzelska
Q4002904	Ugo Starace
Q20877332	Frank Walker
Q1703679	Theresa of Portugal
Q354897	Bengt Holmström
Q713774	Georges Darboy
Q7822054	Tony Charlton
Q14805701	Deputy Chairman of the Government of the Russian Federation
Q153358	Fanny Brice
Q7426990	Sau Lan Wu
Q20682472	Jonathan Vance
Q44655	Paolo Di Canio
Q4936657	Bodley Medal
Q5392768	Ernest Basil Verney
Q51570527	Frederick Saunders
Q100473	Werner Schreyer
Q3178479	Liberal Party
Q441076	Veronika Skvortsova
Q1157551	Victorino Márquez Bustillos
Q7512506	Sigmund Spaeth
Q157820	Sepp Herberger
Q573374	Jan Dibbets
Q237215	Barton Fink
Q4932036	Bob Catlin
Q1272343	Régis Genaux
Q8013327	William J. Rutter
Q470384	Carl Wilhelm Oseen
Q77020	Wilhelm Heinrich Riehl
Q29549398	Secretary General of the CDU
Q2534571	Prince of Chernigov
Q335740	John Habgood
Q3569551	Vladimir Volkonsky
Q1237590	Dominic Joyce
Q1699334	John Bidwell
Q21950735	Golden Medal for Merit to Culture
Q71766	Steven Schiff
Q3215950	Ladislas Nagy
Q21665996	Two women
Q6767639	Mark Ford
Q62035562	Elson Irving Rexford Fonds
Q65357375	AUGMENTIN™ in Dental Infections
Q5184522	Cresswell Cresswell
Q1377481	Joachim Maier
Q219584	Dag Fornæss
Q1114314	Joelson José Inácio
Q723371	Guglielmo Gabetto
Q5237709	David Morgan
Q121140	Alain Claude Sulzer
Q109868	Birgit Prinz
Q2935015	Camille Mortenol
Q458815	Alexandra Byrne
Q346532	Wojciech Świętosławski
Q3808401	Jimmy Allen
Q11944663	Ramon Viñals i Soler
Q23071334	Jack Finch
Q473292	Marconi Prize
Q1701992	John V. Tunney
Q3166089	Jean-Guy Pilon
Q6384968	Keith Rowland
Q2419396	Edmond Hustinx Prize for playwrights
Q16031849	John Williams
Q1324589	László Trócsányi
Q373756	Alan Davidson
Q21166203	John Stephenson
Q76435	Siegfried Kracauer
Q6284416	Joseph John Skelton
Q20713938	George Somerville
Q43035326	Víctor Urrutia
Q356038	Chris Killen
Q1752689	Battle of Nashville
Q1615678	Sergio Citterio
Q1230988	1976–77 French Division 1
Q829875	Nigerian Civil War
Q21544339	Julius Lattmann
Q12024094	Jaroslav Tvrdík
Q3055215	In His Hands
Q982267	Vladimir Kasatonov
Q1135774	Cory Gardner
Q3811118	Julie Plec
Q177888	Pavlovsk
Q7420245	Santiago Cervera Soto
Q519900	Bettino Ricasoli
Q2382539	Francesc de Paula Burguera i Escrivà
Q3588525	Émile Gaudissard
Q687840	Armin Jähne
Q2578990	William Gouw Ferguson
Q102291	Francis William Aston
Q2535039	Natalia Vodopyanova
Q12022983	Jan Pivec
Q108095	Fritz W. Scharpf
Q458683	Lorenzo Ariaudo
Q3085196	François Loncle
Q22672	Albé
Q3143189	Humbert Ricolfi
Q580005	Fred Kennedy
Q7965084	Walter Harrison
Q2688242	Faris Haroun
Q350277	Adam Larsen Kwarasey
Q574009	Pierre-Michel Lasogga
Q237217	Jacqui Smith
Q6231863	John Erle-Drax
Q4538869	Yaroslavl State Pedagogical University
Q3155676	Issa Cissokho
Q460724	Hammarby Fotboll
Q87512	August Föppl
Q158136	Kirron Kher
Q9048925	Fundación Euskadi-EDP
Q1606695	Henry Clarence Dworshak
Q1143978	STS-63
Q7349	Joseph Haydn
Q28478868	2015-16 EPOL First Division
Q1272457	Matsutarō Kawaguchi
Q5487697	Frank Kingsley Griffith
Q337295	Odvar Nordli
Q94424	Jakob Reumann
Q646929	Armando Iannucci
Q20801644	Governor of Alaska
Q71528	Ska Keller
Q1123618	George Karpati
Q192821	French Communist Party
Q5162018	Connor Essam
Q3430944	Richard L. Bare
Q3159399	Jacques Limouzy
Q1017	Aachen
Q44279	Oliver Cromwell
Q1226961	Dionys Jobst
Q660681	Kurt Tucholsky Prize
Q794916	Louis Visconti
Q2757755	Olli Lounasmaa
Q16089720	Beryl Beaurepaire
Q1086189	Nebula Award for Best Novella
Q21074080	commandant
Q517936	George Bennett
Q4714471	Alejandro Alonso Núñez
Q2476114	Herbert Tingsten
Q616169	Jorge Oteiza
Q192925	Edgar of England
Q158799	Berdychiv
Q1074349	Luigi Scotti
Q5544548	George Shutt
Q1210161	Dickson Prize in Medicine
Q130376	Maria Zankovetska
Q76302	Giuseppina Strepponi
Q4182927	stockbroker
Q10392575	James Stansfield
Q467133	David Dinkins
Q1284283	Edgard Pisani
Q7564358	Soul Train Music Award for Best R&B/Soul Album, Male
Q339876	L.A. Confidential
Q1536562	Malvern College
Q3528647	Tim Hudson
Q10531535	John O'Mara
Q71881	Eberhard Schrader
Q1591677	Rudi Busse
Q2897376	Bernadette Malgorn
Q656131	Guillaume d'Estouteville
Q373345	James Serrin
Q7647892	Susan Griffin
Q233672	Paula Radcliffe
Q1689331	Jimmy Case
Q105987	Charles Boyer
Q4913243	Billy Ritchie
Q3106943	Hurricane Claudette
Q264978	Saint-Leu-la-Forêt
Q336658	Francis Collins
Q1690899	Joaquín María López de Andújar y Cánovas del Castillo
Q98585	Siegbert Alber
Q958399	Vance Hartke
Q1374183	Hugh S. Legaré
Q2925687	BAFTA Award for Best Film Not in the English Language
Q380856	Richard E. Grant
Q2305653	Pablo Migliore
Q7149705	Paul Cannell
Q400097	A Close Shave
Q2378361	Jean Markiewicz
Q1587609	Hartmut Hentig
Q3848532	Mario Di Pietro
Q315565	Kiichi Miyazawa
Q1607411	Cesare Casirago
Q4733452	Allyn Ann McLerie
Q125649	William III of the Netherlands
Q61136	Gottfried von Cramm
Q124098	Konrad Kraske
Q945876	Grenoble Alpes University
Q2731236	Nancy Spero
Q955794	Kenneth Rogoff
Q918632	STS-80
Q939490	Gary Gillespie
Q1892257	Tyler Prize for Environmental Achievement
Q259352	Le Plessis-Trévise
Q6695529	Lubomír Lipský
Q826298	Allen Ruppersberg
Q18737026	Richard Key
Q93077	Jean Kuntzmann
Q5365836	Ellis Ashmead-Bartlett
Q6847500	Mike Kenning
Q3770250	Giuseppe Carlo Ferrari
Q464950	Nadira
Q11835428	Mary Healy
Q58750	Edmund Landau
Q1324926	Musée des Beaux-Arts et d'Archéologie de Besançon
Q61812	Timo Gebhart
Q140181	Rachel Nichols
Q267951	Alberta Hunter
Q3310953	Michel Temporal
Q64503888	Tropical Storm Lester
Q7408101	Sam Russell
Q3601271	Javier Cohene
Q3328424	José María Merino
Q64549225	Tropical Depression Five-E
Q361981	Russell T Davies
Q91415	Dieter Seebach
Q6224993	John Campbell
Q1964081	Nalini Anantharaman
Q20876869	Rosa Zaragoza Juncá
Q4721641	Alf Burnett
Q294578	Eduardo Duhalde
Q1377063	Gerhard Jungmann
Q712344	Pat Quinn
Q3168024	Jean-Michel Fourgous
Q12107791	Pavlo Kalynychenko
Q575183	Mark Pritchard
Q383420	Roger Vadim
Q360854	Roland Melanson
Q310937	Peter Dinklage
Q131045	Queen Sonja of Norway
Q5516675	Gaetano Carrieri
Q12315250	Hans Bohr
Q6258828	John Stanhope Arkwright
Q945686	Tatiana Shchegoleva
Q122163	Werner Weber
Q737739	Robert Muldoon
Q18644313	Ligia Gargallo
Q4755266	Andrea Schenetti
Q2779432	Michael Kramer
Q2248530	Benedetto Della Vedova
Q3111281	Maria Branwell
Q18229522	Nicola Gunnar Vincenzi
Q1370968	John Conyers
Q3374095	Pedro Muguruza
Q59873029	5ª vista Pindamoinhangaba. 3 legoas adiante de Taubaté tirada o occidente (atribuído)
Q660561	Arif Müfid Mansel
Q5487150	Frank Hassett
Q988572	Bruno Baiardo
Q2601072	Leslie Compton
Q53070077	Dorothy Cheney
Q1608149	Herbert Covington Bonner
Q1663296	Ingrid Bittner
Q17632574	Franco Cristaldo
Q756890	Institut d'Estudis Catalans
Q1175738	Tamás Mellár
Q61936	Starnberg
Q6763512	Marilyn Chin
Q1069890	Cheng Kaijia
Q1750774	Roger Rees
Q3852220	Matteo Scozzarella
Q240794	Ida Haendel
Q2528876	Vittorio Cini
Q852559	Ferenc Bács
Q531814	Kaká
Q1701650	Steve Horn
Q166562	Ornella Muti
Q445748	Yolanda Griffith
Q869742	Jack Tresadern
Q5343341	Edward Harrison Memorial Prize
Q462325	Isa Genzken
Q3436487	Walpole Vidal
Q2143413	Renate Holznagel
Q56648417	Jean-Marc Berthon
Q44574335	2018 Hobart International
Q5212510	Damien Richardson
Q318188	Peter Shaffer
Q6034865	Saint Louis, King of France
Q6201166	Jimmy Robertson
Q5300604	Doug Jennings
Q5336231	Eddie Lewis
Q25693	Pieter Helbert Damsté
Q333889	Henry Brooke, Baron Brooke of Cumnor
Q106219	Joseph Walk
Q5833463	Enrique Juncosa
Q380223	Norman Whiteside
Q2638594	Albert G. Porter
Q913567	Communist Party of Bohemia and Moravia
Q4045108	2011 Nebelhorn Trophy
Q7782338	Theophylactos Papathanasopoulos
Q575886	Mingote
Q1785225	United States Ambassador to the United Nations
Q59097210	Design for a baldachin
Q18128459	Charlie Stubbs
Q318716	Gossen Prize
Q4166908	Vitali Doronin
Q62092	Theodor Boveri
Q2742	Münster
Q1524118	Josef de Souza Dias
Q440604	Shari Lewis
Q51056	Franz Joseph I of Austria
Q80440	Anna Akhmatova
Q158023	The White Ribbon
Q823030	Sebastian Neumann
Q22278536	Katerina Savvaidou
Q1903923	Martin Göttsching
Q28532153	German Foreign Minister
Q3097958	Janet Lee Bouvier
Q313489	Jeffrey Archer
Q180	Wikimedia Foundation, Inc.
Q5524209	Garry Richards
Q16332094	1999–2000 Cypriot Third Division
Q673256	Pellegrino Rossi
Q98317	Kurt Bürger
Q657999	Gerd Zewe
Q6770468	Mark Yates
Q4217036	Vladimir Katayev
Q2275675	Ignacio Eizaguirre
Q17712925	Shani Tarashaj
Q17334379	Member of the Landtag of Saxony
Q6128585	James Alfred Jacoby
Q537061	Georges Claude
Q1523989	Gilbert Highet
Q16194055	Bruno Rostand
Q1567027	Roger Smith
Q2177810	Ruth Zutt
Q377019	Andrea Ardito
Q273045	Natalie Trundy
Q545539	Truong Chinh
Q22752188	2016 Tour of Oman
Q4685300	Adrian Pătulea
Q13529737	Vyvyan Adams
Q8313632	Édouard Philipon
Q403362	Richard Douglas Lane
Q55431	Wong Kar-wai
Q2903406	Master of Science in Engineering
Q3776028	Graziano Mannari
Q1752895	Marie Mosquini
Q3086447	Françoise Combes
Q170581	Nancy Pelosi LICENCING  MARCELIUS  MARTIROSIANAS  || second Lex: ClassicalMECHANICS || INTEGRAL of  LogF(M1+M2)dx=V^2^n+1  autor: MARCELIUS  MARTIROSIANAS
Q29179	Francisco Franco
Q5551570	German submarine U-2342
Q531378	Branko Zebec
Q21621	Francaltroff
Q202337	Nauplion
Q1506904	George B. Crist
Q1066038	Charles Segal
Q508843	Gwen Verdon
Q387116	William B. Washburn
Q21888028	Dmitry Strakhov
Q971219	Charles Lederer
Q4776654	Antonio German
Q2634446	Goya Award for Best Original Screenplay
Q2885394	Fernando Argila
Q13445050	2013 Budapest Grand Prix
Q11931953	Lina Badimón Maestro
Q595785	Siege of Riga
Q50481434	Jørgen Anton Christensen
Q2324397	Alan Henderson
Q3397291	Frederic Marès
Q157799	Valdemar II of Denmark
Q6396344	Kevin Gallen
Q1511130	Jesse H. Jones
Q153965	Joseph Beuys
Q1085562	Christoph Möllers
Q1559020	Gérard Paul Deshayes
Q5217306	Daniel González
Q355790	Fabio Gatti
Q862084	Norvell William Emerson
Q373799	Giovanni Antonio Amedeo Plana
Q6572993	Amphitrite, the wave and the sea birds
Q23919344	Paul Stöcklein
Q445519	Susan Solomon
Q349842	Anton Corbijn
Q725558	Krisztián Timár
Q3960597	Silvana Amati
Q917179	Lars Barfoed
Q1064881	Charles Holden
Q5650579	Hans Olav Syversen
Q2581962	Willy Harlander
Q44850	Thomas Vanek
Q4073234	Semyon Hakhumyan
Q69829	French Fourth Republic
Q256738	Linn Ullmann
Q5220706	Danny O'Shea
Q160175	Theresienstadt concentration camp
Q113457	Walter Janka
Q9014763	José Rodríguez Mourelo
Q7332166	Ricky Ravenhill
Q1364037	Heinrich Happe
Q518525	André Felipe Ribeiro de Souza
Q17502533	member of the Ohio House of Representatives
Q7363945	Ron Howell
Q2288833	Genar Andrinúa
Q4769027	Annesley Somerville
Q124831	Gregory IX
Q1532514	Glyn Warren Philpot
Q5667905	Alfredo Opisso y Viñas
Q21212650	Rosa Pashinyan
Q6229012	John Deans Hope
Q1984073	Neşat Gülünoğlu
Q7819690	Tommy McLean
Q98158	Viola von Cramon-Taubadel
Q93520	Jurij Vega
Q63930127	2019–20 Cypriot Third Division
Q311108	Sébastien Frey
Q932820	Jonathan Spence
Q3168488	Jean-Paul Fargier
Q1643881	Jason Byrne
Q378620	Ralph Wright
Q1379855	Jack Southworth
Q549005	Nelson A. Miles
Q90827	Hans-Peter Uhl
Q47468852	Benjamin Hessler
Q9015342	Juan Carlos Maqueda
Q64481	Hugo von Seeliger
Q4863974	Barry Ashworth
Q136589	Serapio Calderón
Q720017	Fredrik Hasselqvist
Q655122	Bobby Troup
Q205778	Pavel Pogrebnyak
Q276025	1993 Dutch Open
Q74754	Princess Luise Dorothea of Saxe-Meiningen
Q20101110	Andrés Martínez y Vargas
Q1101754	Amos Mariani
Q64218605	Tropical depression Eleven
Q1231904	Emilio Visconti Venosta
Q509870	Leonard Slatkin
Q188926	Catherine Howard
Q5257515	Denis Shipwright
Q6962533	Nancy Tatom Ammerman
Q77557	Henry Julius, Duke of Brunswick-Lüneburg
Q7614054	Steve Stoutt
Q64358343	Hurricane Fernanda
Q20755228	Rudolf Ganahl
Q721605	Marcus Cornelius Maluginensis
Q15532610	Edward Williams Clay
Q3932502	Remo Vigni
Q18746658	Topsport Vlaanderen-Baloise 2015
Q760770	August Adenauer
Q7526465	Sir Edmund Beckett, 4th Baronet
Q59129	Michael Cimino
Q55237327	Lilian Welsh
Q21670362	Revd. Ellis
Q2468612	Sky 2013
Q180619	Stephen Jay Gould
Q1627536	Carlo Lenci
Q18222832	Deian Boldor
Q8344361	Cesáreo Rodríguez-Aguilera
Q319308	Douglas Hofstadter
Q39607	Antoine Laurent Lavoisier
Q18402405	Sergey Nikolaev
Q726471	Francis Dreyfus
Q1609686	Renato Cattaneo
Q506535	Danny Grant
Q1358022	Ernst Farke
Q913948	Mervyn Rose
Q1537015	Salvatore Campilongo
Q972607	János Rózsa
Q6913901	Morris Stevenson
Q59857191	Ornements et utensiles des Camacans
Q601962	Antonio Filippini
Q7181793	Phil Coleman
Q12709	Pyrénées-Orientales
Q610459	Rachel Rosenthal
Q133267	Lev Landau
Q4722882	Alfred Hopkinson
Q51127	Carl Theodor Dreyer
Q4889284	Martí Grau i Segú
Q876468	Sven Müller
Q708364	Panagiotis Kanellopoulos
Q538935	Jacques Plante
Q42547354	Lluís Ferran López Navarro
Q764212	August Söderman
Q318078	Herblay
Q924430	Gunnar Staalesen
Q126599	Kristen Stewart
Q1457752	Friedrich-Eugens-Gymnasium Stuttgart
Q168847	Brittany Murphy
Q960633	Didier Lockwood
Q104180	Hans Hopfen
Q16798450	Pierre David
Q1308449	Jaguaré Bezerra de Vasconcelos
Q313589	Azmi Bishara
Q1465250	Frits Castricum
Q433055	Tatjana Ždanoka
Q932782	Cimetière de Vaugirard
Q334097	Emma Nicholson
Q105158	Christopher Lambert
Q134646	Boniface VIII
Q5085248	Charlie Millington
Q454656	Jan Davidsz. de Heem
Q5246265	Dean Keates
Q184387	Norway national football team
Q161652	Japanese people
Q616735	Jan Parandowski
Q5675629	Haruhiko Kindaichi
Q28606502	Gina Haspel
Q690283	Jean-Hugues Anglade
Q37922	Nobel Prize in Literature
Q3439077	Roger Holeindre
Q324543	Charles S. Maier
Q879152	Carl Johann Steinhauser
Q325700	Arthur Lowe
Q20089112	Montserrat Ballarín
Q621713	German submarine U-26
Q734221	Barry Humphries
Q167273	Reial Acadèmia Catalana de Belles Arts de Sant Jordi
Q381505	Robert S. Kerr
Q7519253	Simon Mahon
Q233619	Hrithik Roshan
Q44132	Stefanos Dragoumis
Q233950	Daniel Kahneman
Q2684629	Aftonbladet Literary Award
Q1179813	Jack Cox
Q57555	Sabah Al-Ahmad Al-Jaber Al-Sabah
Q5697694	Antonio Aguilar y Vela
Q17116122	Union Medal of the British Ornithological Union
Q21176666	George Ash
Q3074245	Florian Zeller
Q5756	Community of Madrid
Q8022682	Wilma Vaught
Q442166	Lynne Frederick
Q262649	Stefano Rossini
Q3939159	Roberto Scarnecchia
Q10499504	Joseph Birds
Q6204329	Jo Kuffour
Q3014287	Daniel Langlois
Q44946416	Lihula Rural Municipality
Q2565941	Royal Military College of Canada
Q6133578	James F. Allen
Q58328	Jean-Baptiste Biot
Q5134592	Clive Haywood
Q1626713	Wiley Blount Rutledge
Q315454	Luigi Luca Cavalli-Sforza
Q16213809	Ian Thompstone
Q5228474	Dave Campbell
Q311334	Younès Kaboul
Q293318	Óscar Diego Gestido
Q953497	Michal Papadopulos
Q468104	Joseph Lebeau
Q2507087	Élton Rodrigues Brandão
Q579677	President of Ukraine
Q4401843	Varvara Ryzhova
Q5930657	Hugh Edwards
Q5220658	Danny Murphy
Q1297881	Egidio Vagnozzi
Q3041941	Jonathan Peel
Q3168350	Jean-Paul Bacquet
Q2140841	Reinhard Loske
Q110576	Veronika Bellmann
Q7152217	Paul Marquis
Q3763753	Gianpietro Zecchin
Q2589879	Wolfgang Hedler
Q25173	RMS Titanic
Q506532	Lasse Sobiech
Q313575	Marko Arnautović
Q983820	Lynn Townsend White
Q677218	Günter Brus
Q4349539	Quincy Wright
Q4716384	Alessandro Moro
Q5535606	Geordie Henderson
Q10664609	Scripps College
Q21543824	Bernhard Arnold
Q7114600	Owen Pickard
Q192213	Holon
Q3480844	Edda Garðarsdóttir
Q3904028	Pietro Mancini
Q4457331	Dmitri Timachev
Q4016758	Vítor Epanor da Costa Filho
Q1253749	Dr. Erich Salomon Prize
Q3588460	Émile Didier
Q69254	1969 Formula One season
Q342586	Ken Salazar
Q4013413	Vincenzo Montalbano
Q22453451	Igor Korobov
Q59826730	Vue de la ville et du port d´Ilhéos
Q296545	Vladimir K. Zworykin
Q3186399	José López Rubio
Q3310658	Michel Raison
Q558815	Marcello Dell'Utri
Q4272285	Tatyana Lyutaeva
Q7153260	Paul Roberts
Q18239264	member of the Nova Scotia House of Assembly
Q302335	Laz Alonso
Q138376	John Ellis Martineau
Q450894	Louise of Savoy
Q1280427	Friedrich Rau
Q287701	Leena Lander
Q378416	Sérgio Paulo Rouanet
Q3164360	Jean-Baptiste Le Brun
Q220130	Flinders Petrie
Q6789520	Matt Wicks
Q51155013	Mila Dimić
Q96596	Axel D. Becke
Q3877698	Noel Whelan
Q1878909	Lynzee Klingman
Q87734	Arnold Ulitz
Q17566770	The Cicada
